"Data Source","World Development Indicators",

"Last Updated Date","2017-06-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Bhutan","BTN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","165165439.146861","188136200.88393","194559060.675521","216565078.847304","226271753.354426","235801810.576482","263462722.663821","339066684.688327","355976922.525405","382435357.411604","424030689.295613","422301169.504529","441730787.82885","450505180.615888","472811961.168546","506259233.805762","534433435.297499","563153025.102705","596458068.653373","644079113.976625","688733275.071953","745235395.466464","825183060.874733","888427847.119336","940813179.477384","1007823159.38045","1076852655.51349","1269887377.45454","1330440105.87773","1419010481.1982","1585472534.10547","1710580806.57351","1797336501.23336","1835844373.82886","1941321989.27355","2067340393.88831","",
"Botswana","BWA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","205010514.016006","218014912.573095","232549242.578898","246318588.103369","263147815.282242","278447111.012402","296111848.8998","313655172.88597","346799292.223547","399247152.708704","467599333.919848","588338659.287048","743436149.219223","901811720.699664","981151269.127175","1064021761.8872","1177312167.16068","1318731376.68355","1507742528.37963","1690911970.16901","1893599920.47336","2065252054.22274","2316500950.80215","2621045054.22668","2845023409.47628","3047739045.07619","3296828451.08735","3688555238.38335","4405978107.57129","4981372671.9769","5318752173.68225","5715462426.72235","5882186484.07574","5994895479.38531","6212385252.92046","6649141423.17883","7036773075.08174","7601583115.82987","7656466025.60766","8396635028.59523","8563534594.96667","8584992574.72941","9106061349.03809","9527298166.73188","9785089871.4414","10230961744.1341","11086666193.5278","12004283362.9508","12754003371.3099","11778027471.829","12786654369.6595","13560031674.3842","14164289360.5689","15560888959.757","16059606140.3459","16018663549.7678","",
"Central African Republic","CAF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","904890038.75387","949714253.636035","914443763.936106","907978548.201923","926867449.29752","935650247.937902","941683168.41497","985722046.913377","999562700.062001","1070447114.02723","1095419370.04656","1107799825.88227","1107790219.321","1128715711.40567","1200265379.73879","1205126299.74102","1270595014.79073","1318956845.86028","1334906139.2075","1301998863.5798","1243687036.67565","1224478717.41785","1318956845.86028","1211771638.499","1326668512.91915","1378769697.96275","1428101791.72049","1357568017.24158","1380784674.18896","1408086521.31608","1377847468.0809","1370234268.27505","1282209347.36521","1286508283.53319","1349546538.58179","1446714504.1796","1388844579.09384","1462452453.17889","1531189800.70045","1586312249.26322","1546822077.52579","1615883646.49019","1674322760.33115","1583951436.83131","1678907491.69688","1694155506.07145","1774985112.59064","1856768170.3158","1894908620.1949","1927297141.51407","1986014845.63184","2051567618.09266","2135944447.3605","1352053851.07305","1366115455.13087","1431687440.71423","",
"Canada","CAN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","316336974286.222","326343635486.327","349568791675.111","367682663713.225","392315404495.684","418351593401.891","445899901109.16","458899267123.04","483199552126.43","508615852559.246","525174419530.189","546799304018.638","576577204426.325","616731210929.917","639494683750.729","651152500000","685007887788.779","708697040186.372","736716024461.27","764747501067.754","781286059697.147","808655444282.664","782762096097.846","803102738206.174","850689388856.533","890961729275.87","910222678509.028","947509627548.05","989478628227.529","1012473853523.59","1014036566783.15","992481270238.789","1001244641914.19","1027830048922.54","1074015331294.89","1102774330421.28","1120540554552.51","1168497588526.5","1213855850514.46","1276529788099.4","1342688373422.64","1366464955445.54","1407595773442.05","1432964496408.46","1477185224907.79","1524475568821.59","1564468853329.45","1596739898466.32","1612713061250.24","1565144676082.31","1613406134731.12","1664086754804.89","1693132927878.08","1735037999320.52","1779546916521.06","1796304480198.02","",
"Central Europe and the Baltics","CEB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","791381065987.269","714301541557.203","701747569505.336","712795276374.707","742207089081.403","785092066387.267","819527942219.46","844516520577.502","867149089335.101","885193613785.129","921011978937.953","949343610874.422","982206534367.574","1025805826749.8","1083188861877.74","1136488020087.84","1211121435822.8","1288573456460.76","1337285979174.81","1287969608906.03","1312796514871.96","1353872220876.14","1361597389249.21","1379705763994.73","1420261916312.56","1471678714198.38","",
"Switzerland","CHE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","344391603892.991","349906470131.365","345324733819.158","347531633234.251","357986970946.4","371137965672.644","378036057627.769","384029736791.639","396616680985.713","413793332630.166","428998688560.744","425069847444.626","424883951673.219","424348667849.266","429736867676.671","431803328027.615","434398870073.833","444442377600.921","457530194361.876","465049117556.813","483400432447.982","490393277974.878","491096474350.369","491340589318.247","505309148528.143","520661983411.641","541555032026.081","563977296960.399","576820414037.779","564536339725.765","581211708792.789","591699987438.873","597901610605.044","608547724230.511","620699729504.267","625927491897.594","",
"Channel Islands","CHI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","27938377045.4252","29069862023.543","30579483081.1253","32449896990.1694","33315618597.7102","33454603034.6807","36800600640.9678","38140430770.5662","39571337331.1618","40944983989.0121","41814049300.736","45584825561.5358","45211396715.2355","42977456076.2043","44049247007.2802","39044027919.3784","40374017272.7691","43885523320.5295","47160667806.69","51255307860.3004","55431901223.0396","58057882815.1218","52064432619.0515","50092975220.8382","54087059239.4732","57937640537.1682","61180035595.2385","65214378614.2094","69982333209.605","77372695197.0748","80233612423.2039","86628222003.6309","97264375008.4565","104059543086.185","109999385738.364","121689655400.345","130711107687.807","139345333995.028","143847412722.529","142752942761.425","149170819565.091","154165327694.326","157505949490.598","163738063755.147","173629622211.661","183282478637.988","191356021768.125","201231572326.427","207857031084.39","205702734759.493","217538271334.673","230241724512.09","242806316136.512","252461742875.649","257198923398.47","263128816886.736","",
"China","CHN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","127938139610.874","93049408938.9886","87857251920.193","96906548867.9729","114524159452.17","133936004479.313","148200188956.361","139649038053.578","133923427493.381","156610056110.76","186835796940.137","200026404204.111","207647410204.288","223760849236.14","228929724853.495","248892396860.72","244984786230.006","263530134547.618","294275257178.01","316640176723.538","341359298326.49","359015813757.172","391091816789.575","433467453823.208","499090836173.903","566185594810.49","616800939045.109","688898377053.72","766292769691.536","798368772723.94","829561949984.809","906662067365.448","1035554630009.42","1179160955512.28","1333066915016.38","1479027442576.68","1625870795908.5","1775951177069.29","1915143373714.49","2061986727046.32","2237080505067.23","2423651018118.09","2644946011515.94","2910382293490.51","3204657550668.52","3569853144826.43","4023919866652.1","4596579517120.51","5040346604944.95","5514129769001.55","6100620356557.32","6682402539998.24","7207389598803.8","7766512587442.03","8333286732766.88","8909811544022.38","",
"Cote d'Ivoire","CIV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4289508128.40817","4715565889.2015","4773425622.81366","5465111982.50678","6427686955.99594","6227808113.90386","6948823859.88542","7268341328.22222","8180390870.092","8960736251.5164","9890415491.01544","10825716247.2043","11284361249.4947","11954561754.7569","12471881171.7129","13501171352.8644","15245036303.5783","16360128257.2038","18144928866.1124","18579392397.2903","16543518824.5293","17122624520.2341","17157010577.4578","16487845912.2365","16042466089.2755","16764573290.7621","17310989203.6653","17250578540.9893","17446628599.7222","17960956073.5723","17764120445.2383","17771390441.5049","17727928620.2484","17693804999.1077","17837338328.0312","19108381522.8738","20585330895.8407","21355953697.801","22408947356.0759","22771418229.2731","22300414201.6886","22327480641.4857","21955138165.9699","21656650171.2742","21923410906.1317","22300767039.1796","22638811513.3749","23038394863.9785","23624224724.0402","24392355457.3384","24884505034.5564","23792758395.8868","26340131049.779","28681616270.2215","31115637341.4707","33966881649.2058","",
"Cameroon","CMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4661607599.91585","4716786154.59316","4860249990.79489","5042147292.38996","5221000308.94674","5326780579.65262","5572609139.41516","4964522375.0255","5279587042.82463","5538364920.60864","5709614943.11074","5908292860.58771","6066271352.93661","6391161481.7242","7077205516.59499","7873041436.54274","7440406913.57117","8462709264.28715","10324759600.3272","10947871105.2613","10732713506.5146","12566148851.5015","13510646058.8938","14438399232.1455","15517607856.8026","16768817665.9037","17904345500.8217","17520001830.1856","16149301364.9673","15855526111.208","14887435626.662","14320432846.8927","13876498968.8409","12775805832.3395","13039422126.0229","13577737840.4534","14244668114.4246","15001652350.673","15736037168.0863","16375278875.8621","17058714408.912","17828791021.2664","18543555199.8319","19291044670.4209","20005170989.5718","20464660330.8073","21124441590.6486","21812182534.8566","22441255963.7758","22874787499.6787","23622483983.7101","24600594629.4999","25729451635.8197","27160443492.9778","28770233461.5751","30431210268.8306","",
"Congo, Dem. Rep.","COD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15080239239.3968","13443825765.2182","16294010600.1206","17143578705.3007","16725237057.9368","16892046007.9487","18036564102.3774","17858770716.8162","18632537401.3564","20370736526.2069","20320816696.9559","21541085411.0464","21573641641.1581","23329148380.4586","24059487405.4033","22860932521.1105","21647245137.8353","21811935993.756","20646024427.0844","20734820554.7341","21189931810.7912","21688006259.4505","21588745110.9708","21893514221.9521","23106650051.001","23214754732.9964","24309843384.2764","24960287873.7032","25077696409.4598","24760200074.6716","23133873205.1521","21185757828.8019","18961251442.2922","16407350902.8683","15767464742.1792","15877836810.8627","15715379128.4726","14832638959.6638","14591734054.0513","13968646460.2389","13003283456.27","12730192004.7716","13105448172.4934","13836446784.6735","14768798308.099","15674886408.1503","16508944144.7183","17542316525.5473","18634483660.3004","19166509369.447","20523285374.187","21932132984.3665","23502004276.8069","25500497989.9719","27787759925.3256","29709613590.0791","",
"Congo, Rep.","COG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1483222232.5273","1607082067.88018","1690687439.53866","1622564563.80886","1684494547.52357","1746424446.08367","1770158048.02434","1807619408.17524","1945564742.36117","2092426187.10291","2225472482.40671","2398014161.86499","2604664251.51687","2819059087.42374","3041356578.3932","3276502007.47725","3306524161.34767","3010476901.90256","3201935616.66463","3516148754.72857","4136278038.67159","4865078749.58643","6013125435.71757","6365131564.23844","6809171484.06269","6728437803.23084","6266764264.5818","6278632052.21607","6389529234.02215","6555649104.13536","6621205829.01302","6779808038.50807","6956893102.51375","6888737589.10518","6510334015.46208","6769791944.07355","7060248618.7893","7016135327.63378","7278367087.90893","7090425139.73048","7627594358.03702","7917641406.03237","8280417447.18892","8347759107.52337","8637979940.44861","9307920845.19521","9888362511.04569","9731906589.75001","10274194133.9768","11041561162.6459","12007880590.4575","12418624707.9932","12890531931.9739","13334057140.8064","14238098341.6268","14614902201.2204","",
"Colombia","COL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","36474760531.3476","38395292498.5953","40494171271.4383","41670168443.0056","44421375306.8539","45759563550.8429","48195055977.4305","50214735076.8245","53442259222.5672","56927194244.7323","60887343107.689","64510884735.0781","69461072435.8766","74134053414.5703","78391217821.8652","80153489288.9745","84014632970.4851","87499571236.7881","94905053698.1995","100013653582.25","104112412294.568","106468701873.735","107478536557.192","109181401022.428","112844547317.733","116329485584.035","123121141111.088","129734601585.893","135001594188.301","139615174653.465","148050777226.673","151422236156.629","159042828960.53","162805226557.238","172306232682.223","181270356905.601","184997012079.761","191342952890.164","192433194592.786","184343273758.155","192491233553.464","195721040703.736","200621857329.828","208482767198.08","219601199179.592","229936852450.343","245336908226.293","262266694764.289","271568782707.966","276053874889.224","287018184637.529","305931280966.003","318302970054.38","333817265555.82","348457525761.048","359201467754.856","",
"Comoros","COM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","268779448.855651","279167562.606025","296988568.392914","311306470.237481","324101988.794086","331492719.389414","337682390.44172","343213597.932501","352437527.860853","341227634.227211","358600873.034513","339252208.248313","368193554.378283","379261222.419614","359248813.619512","372218160.938767","367410336.441879","382218224.653127","387120794.393752","394569477.216427","437372669.839698","447576296.468189","457981457.377319","467617854.16612","476594257.621478","490117180.091071","503090091.083543","507115580.528921","509145396.115511","519073731.226769","530493353.218937","544286180.870411","560614766.143757","580236282.924548","592198663.14675","598210180.835857","",
"Cabo Verde","CPV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","193155960.716653","209480657.28878","215398548.874763","235906105.683806","244831072.215782","265989585.541287","273627357.923949","285418135.155918","302534246.623646","319772494.812875","321985870.083848","326507024.544032","362219211.111865","393762387.880332","469296416.358459","535991116.026134","596807480.548788","663163078.849209","746173095.871548","829913479.862765","948465531.881264","969632005.536622","1020546327.63507","1063166988.57162","1171578898.35271","1252563797.499","1352565365.28136","1557758836.89933","1661357907.68814","1640251585.05851","1664310632.50555","1730365230.86401","1749086368.81648","1762867521.25123","1795741617.03126","1821863561.39155","",
"Costa Rica","CRI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3807870326.72043","3771469354.05596","4078780746.17072","4273938640.65894","4451266582.33776","4888809051.38774","5273592941.10192","5571557583.21631","6038733675.38793","6375557923.32597","6853924600.29806","7318518250.50752","7917029976.69844","8527347151.85926","9000180024.62673","9189190198.76543","9696209686.54642","10559606198.9005","11221449245.8066","11775690533.0245","11864231409.192","11595903365.8935","10751075842.1675","11058878359.0163","11744717214.275","11867028140.2727","12553529725.1573","13416640087.0657","13929074294.3631","14634675629.996","15206147682.9425","15597237632.6692","17031647039.2709","18238768018.165","19057190324.1551","19842631704.6104","20088247032.7864","21206146998.6278","22682455353.2274","23576904837.8564","24457392131.811","25311069927.9565","26144247881.4495","27256810141.8872","28438822186.4207","29539652894.8114","31677654043.1158","34265051917.2166","35858239321.3071","35510217686.8301","37268635328.7341","38873833354.3757","40738579963.4914","41572792269.5369","42809688448.0145","44414685669.1161","",
"Caribbean small states","CSS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","22229267727.23","22951195105.0673","24262781736.1089","25537851487.6482","26902094665.506","27415514960.1083","29890804708.5274","29629933141.8738","28827222035.1281","28529705828.1965","28464054446.624","29673058343.6846","31476184724.9635","32546705684.4119","32171365522.1663","32444394275.5251","32859050050.7057","31919766478.2028","31980238035.3725","31689818311.1763","31934682671.858","32277246566.2711","32932972163.1907","34424016121.6034","34972891444.9395","35532213876.5797","35454206299.3758","36472992944.9299","37449018182.8089","38555392849.1388","39851925129.0185","41103876650.267","42255372120.1682","43968787358.5161","45634266106.0688","46586127250.7892","48373641093.2833","51320891576.942","53488644426.7168","55474397412.673","59323051060.6658","61251832582.9054","62094769876.5606","59909442133.1791","60761149603.2365","61389853731.4118","62176177654.3167","63196700198.0572","63565870754.9956","63719974834.633","",
"Cuba","CUB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","19601031350.326","21283556246.2655","22310846642.8278","23077110112.4995","23304302372.9267","25512717358.1423","26897537569.4087","29240179372.424","31168861184.8217","31508035527.6196","29980071319.3531","35882647993.8906","39082746853.6651","41197698257.6915","44464558940.0995","45174513258.4376","45217566099.0766","44131362144.0037","45766667379.8909","46077918811.0421","44719281449.4919","39937584070.5829","35312571053.2231","30058702949.6133","30274202820.038","31018100877.8065","33449532253.3005","34380574916.3483","34435290243.3495","36566406095.7142","38729221263.7745","39962758542.8036","40532156423.1685","42069435823.0969","44497068633.1936","49481477439.0285","55451844706.1798","59478833619.1821","61927474920.461","62826231727.1023","64328000000","66130664082.0884","68124437664.6088","69996331808.614","70729597023.8118","73868812485.7705","",
